@relation 'position-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C1-L4,6'

@attribute class {rest,index,pinch_1,pinch_3,fist,spread}
@attribute A_mean numeric
@attribute A_median numeric
@attribute A_variance numeric
@attribute B_mean numeric
@attribute B_median numeric
@attribute B_variance numeric
@attribute C_mean numeric
@attribute C_median numeric
@attribute C_variance numeric
@attribute D_mean numeric
@attribute D_median numeric
@attribute D_variance numeric
@attribute E_mean numeric
@attribute E_median numeric
@attribute E_variance numeric
@attribute F_mean numeric
@attribute F_median numeric
@attribute F_variance numeric
@attribute G_mean numeric
@attribute G_median numeric
@attribute G_variance numeric
@attribute H_mean numeric
@attribute H_median numeric
@attribute H_variance numeric

@data
fist,-1,-1,2.4,-0.9,-1,4.69,-1.8,-2,9.36,-1.3,-3,19.41,-2.2,3,224.56,-2.1,-3,39.49,-2.6,-3,30.24,-1.3,-1,2.01
fist,-0.9,-1,3.09,-1.8,-2,1.76,-1.3,-1,17.01,-1,0,33.4,-1,2,71.4,-2.9,-5,82.09,-1.4,-2,25.64,-1,-1,2.2
fist,-0.9,-1,2.69,-1.5,-1,6.25,-1,-1,12.6,-1.1,-2,21.49,-2.2,-3,159.56,4.2,5,221.96,-0.8,1,58.76,-0.9,-1,2.09
fist,-1.4,-1,1.84,-0.9,-1,2.09,-0.9,-1,20.89,-1.4,-2,33.84,-3.2,-5,74.76,-5.5,-6,49.25,-2.6,-2,14.64,-2.2,-2,1.96
fist,-0.8,-1,0.76,-1.1,-1,1.09,-1.8,-2,2.76,-2.4,-2,18.04,-3.7,-2,39.81,-0.6,1,119.64,-1.6,1,24.64,-1.2,-1,1.96
fist,-1.1,-1,0.89,-1,0,4.6,-1.4,-2,15.44,-0.9,-3,38.69,-0.7,1,31.61,1.9,1,119.89,-1.9,-1,34.69,-1.4,-1,2.84
fist,-1.7,-1,1.61,-1.7,-2,2.81,-1.1,0,14.29,-1.2,1,30.76,-0.5,-2,124.05,-3.3,-2,213.61,-0.4,-1,57.24,-1.2,-1,3.36
fist,-0.5,0,1.45,-1.2,-1,1.76,-2.1,-2,3.69,-2.9,-2,19.29,-2.6,-1,98.84,-0.3,-1,144.81,0,0,48.8,-1.4,-1,1.24
fist,-1.4,-2,2.04,-1,-1,4,-1.9,-2,7.09,-1.8,-2,6.16,-1.8,0,71.56,-2.2,-5,531.56,0,0,44.8,-1.3,-2,5.81
fist,-1,-1,0.8,-0.6,0,1.44,-0.8,-2,9.36,-2.2,-2,19.96,-1.9,-1,185.89,-1.9,-3,139.09,-0.6,-3,60.04,-1.1,-1,2.09
fist,-1.4,-1,0.84,-1.2,-1,3.36,-1.7,-3,13.61,-1.8,-1,16.36,-4.1,-2,90.29,-2.5,-1,216.65,-3.3,-4,21.81,-1.3,-2,4.41
fist,-1.6,-1,3.24,-1.8,-1,2.96,-1.7,-1,4.01,-1.5,0,20.65,-1.5,3,48.25,-1.5,-2,43.05,-0.8,0,10.96,-0.9,-1,2.89
fist,-1,0,3.8,-0.6,0,2.84,-0.5,0,13.85,-0.2,1,29.36,0.9,2,187.49,-5.3,-3,55.61,-1,-1,59.8,-1,-1,1.8
fist,-0.9,0,3.09,-1.6,-2,2.24,-0.6,0,15.44,0.8,3,14.96,-0.9,-8,174.69,0.4,7,138.64,-2.1,0,41.69,-1.5,-1,2.85
fist,-1,-1,2,-0.2,0,2.56,-1.3,0,8.41,-1.5,-3,29.45,-2.2,-2,52.76,0.2,2,71.96,-2.2,-1,7.56,-1.3,-1,2.81
fist,-1.6,-2,2.04,-1.8,-2,2.36,-2.3,-2,2.41,-2.9,-4,6.49,-1,-2,51,-5,1,136.8,-2.3,-1,31.41,-1.5,-1,4.45
fist,-1.2,-1,1.96,-1.7,-2,5.81,-1.6,-2,2.44,-3.1,-4,9.49,-5.8,-5,63.76,-2.2,-2,270.16,-1.2,1,48.76,-1.3,-1,7.21
fist,-0.3,0,4.61,-1.2,-1,4.16,-1.6,-2,13.24,-0.6,3,53.24,1.3,-4,428.41,-6.2,-1,243.56,-1.9,-3,235.49,-1.3,-2,21.61
fist,-0.7,0,4.01,-0.8,0,4.96,-0.9,-2,39.29,-2.3,3,71.01,-1.3,-2,91.01,6.9,9,282.89,-0.6,0,172.04,0.1,0,6.49
fist,-1.2,0,2.96,-1.3,-1,1.61,-0.9,0,6.29,0.1,0,25.29,0.7,1,48.61,-5.6,-3,381.44,0.5,-1,59.65,-1,0,4
fist,-1.3,-1,9.21,-0.8,-1,2.96,-0.8,-2,65.16,0.3,-1,307.81,0.4,-3,247.44,-1,-6,1412,-1.7,-1,229.61,-0.9,0,33.49
fist,-1.6,-1,2.04,-1.3,-2,2.61,-2,0,11.8,-2.7,-2,18.41,-2.3,-1,127.61,-1.8,7,291.56,-3.5,-2,33.25,-2.4,-1,5.84
fist,-0.8,0,2.16,-1.1,-1,2.49,-2.3,-3,5.81,-2,-2,6.4,-0.5,2,63.85,-0.8,6,256.36,-1.7,-2,33.81,-1.2,-1,4.36
index,-0.5,0,1.85,-1.1,-1,1.09,-1.1,-2,4.89,-0.3,-1,17.61,1.2,8,131.96,-0.5,1,62.05,-1.5,-1,8.65,-1.5,-1,2.65
index,-1.4,-1,1.44,-1.2,-1,1.16,-1.4,-1,3.64,-2.4,-2,11.24,-3.4,-1,89.84,1.6,-1,181.24,-0.7,-1,14.61,-1,-1,3
index,-1.4,-1,2.04,-1.3,-1,2.21,-1.8,-2,5.36,-1.2,-2,19.96,-3.1,-7,228.09,0.5,1,224.65,-1.3,0,13.21,-1.7,-2,2.01
index,-1.4,-1,1.04,-1.5,-2,1.65,-1.5,-1,6.85,-2,-1,13.8,1.5,2,40.05,-2,-1,53.6,-0.3,0,4.61,-1.1,-1,1.69
index,-1.5,-1,0.45,-1.5,-1,2.45,-0.7,0,5.21,-2.1,-2,34.09,-0.6,-2,93.24,1.9,-1,232.09,-2.1,-2,7.49,-1.1,-1,0.69
index,-1,-1,0.6,-1.4,-1,2.24,-1.4,-2,8.24,-0.2,0,12.36,0.4,1,173.44,-5.6,-5,56.04,-1.4,-1,3.84,-1,-1,1.2
index,-1,-1,0.6,-1,-1,1,-1.7,-1,1.41,-1.1,0,10.49,-1.5,-1,53.25,-5.3,0,243.21,-1.3,-1,13.41,-0.9,-1,2.49
index,-1,-1,1.2,-1.2,-2,2.96,-1.5,-1,3.65,0.7,0,31.41,-1.2,-1,20.36,1.2,2,31.76,-1.9,-1,7.49,-1.5,-1,1.25
index,-1.3,-2,1.41,-1,-1,0.8,-1.1,-1,3.49,-1.9,-3,47.89,-2.8,-4,30.16,-0.8,-2,9.36,-1.2,-2,18.56,-0.8,-1,3.16
index,-1.2,-1,3.16,-0.7,0,3.81,-1.6,-1,7.64,-1.8,-1,17.16,-2.8,1,48.16,-3.1,0,76.69,0,-1,22.6,-1.3,-1,1.61
index,-1.3,-2,3.21,-1.3,-1,1.21,-1.4,-1,1.44,-1.3,0,9.21,-1.5,0,84.25,0.7,-4,332.21,-1.7,0,15.81,-1.5,-1,4.65
index,-1.2,-1,2.36,-1.9,-2,1.29,-0.8,-1,3.56,0.4,0,37.24,3,8,104.8,1.4,3,164.84,-0.3,1,56.21,-1.1,0,2.09
index,-0.9,-1,76.69,-1.4,-1,1.44,-1.5,-1,1.85,-1.7,-1,6.81,-1.2,1,87.36,-3.1,-3,216.29,0.8,1,132.36,-0.7,0,8.61
index,-0.9,0,10.29,-1.6,-1,1.44,-1.7,-1,1.41,-1.2,-1,20.56,-5.3,-4,130.01,0.9,1,79.89,-1.7,-1,8.61,-1.5,-1,1.05
index,-1,0,6.4,-1.2,-2,1.96,-0.9,0,7.49,-1.9,0,13.89,-3.9,1,65.49,-2.8,2,133.76,-0.9,-1,30.89,-1.5,-1,0.45
index,-1.2,-1,1.76,-1.4,-2,2.04,-1.2,0,4.96,-1.3,-2,34.61,0.6,-5,279.44,1.6,2,47.84,-1.7,-1,6.61,-1.6,-1,1.84
index,-1.3,-1,0.81,-1.9,-2,1.69,-2,-2,5.2,-1.8,-2,6.96,-0.9,3,55.09,-2.3,-1,62.01,-1.6,-2,4.24,-1.4,-1,1.84
index,-1,-1,1.8,-1.4,-2,1.64,-0.5,0,7.45,-1,-1,31,-1.5,0,169.05,-3.6,-7,467.04,-1.1,-1,16.69,-1.3,-1,1.21
index,-1.6,-2,1.84,-1.4,-1,1.84,-0.6,-1,1.64,-0.7,-1,2.81,-1.7,-3,70.81,-1.6,-4,266.24,-2.2,-1,2.96,-1.3,-1,0.81
index,-0.8,0,1.76,-1.3,-1,1.01,-1.8,-1,9.56,-2.3,-3,34.21,-3.2,-3,121.96,-2.8,-1,83.36,-0.8,-1,16.76,-1.3,-1,1.21
index,-0.9,-1,3.29,-1.3,-1,1.01,-1.3,-1,2.41,-1.8,-2,8.96,0.1,3,130.89,-0.8,0,66.56,-1,-1,5.4,-1.1,-1,1.29
index,-1,-1,2.4,-0.9,-1,1.69,-0.5,0,8.05,0.8,1,29.36,0.5,-2,381.05,1.3,0,166.41,-1.1,-1,8.89,-1.7,-2,9.41
index,-1.2,-1,2.16,-1,-1,2.4,-1.4,-2,4.04,-1.5,-2,10.45,0,-1,132.2,-0.6,-3,97.64,-1.7,0,17.01,-1,0,3
index,-1.4,-1,1.04,-1.5,-1,2.85,-1.3,-1,3.61,-1.1,1,7.09,-4,-1,73,-2.5,-1,32.65,-2,-1,18.8,-1,-1,6.6
index,-1,-1,1.2,-1,-1,2,-1.4,-2,4.44,-1.3,-1,14.81,0.7,3,71.81,-3.1,-2,89.49,0.1,0,7.29,-1.8,-2,2.76
index,-0.8,-1,1.16,-1,-1,1.2,-0.7,0,4.61,-1.3,-2,14.41,1.3,0,297.41,-2.5,-1,35.05,-1.1,-1,3.49,-0.7,-1,1.21
index,-1.3,-1,0.61,-1.4,-1,2.04,-0.6,-1,19.04,0.1,2,32.89,-1.4,2,150.04,5.7,4,131.61,-2,-1,22.6,-1.4,-1,0.64
index,-1,-1,1.2,-1.4,-1,1.04,-1.1,0,9.09,-1.7,-2,5.81,-0.3,2,77.01,-0.4,-1,344.04,-1.8,-1,12.76,-1.8,-2,2.36
index,-0.9,-1,0.69,-1.4,-2,1.04,-1.6,-1,0.84,-0.8,-1,4.96,-4.1,-2,62.89,-2.9,-2,10.49,-0.6,1,7.64,-1,-1,1.6
index,-1.5,-1,1.05,-1.1,-1,0.49,-0.7,-1,3.01,-1.4,-2,21.84,0,1,109.2,-5.2,-3,141.36,-0.7,-1,10.21,-1.5,-1,2.25
index,-0.9,-1,0.89,-0.7,-1,2.41,-2,-3,2.8,-1.9,-2,1.09,-1.5,1,44.85,0.7,2,8.01,-1,0,12.4,-0.6,0,2.84
index,-1.3,-1,1.41,-1.2,-1,3.96,-0.4,0,7.44,-2.2,-1,19.96,-1.3,-2,109.01,-0.3,1,327.41,-1.2,-1,10.16,-1.1,-1,2.09
index,-0.8,-1,0.56,-1.1,-1,2.09,-1.5,-2,8.65,-1.2,-1,30.56,2.2,10,156.76,-1,-1,16.4,-0.6,0,6.84,-1.3,-1,0.81
index,-1.3,-1,1.01,-1.1,-1,1.09,-0.3,0,2.81,-0.8,-1,8.76,-0.6,-2,42.04,-1.9,-2,16.69,-1.5,-1,4.65,-1.5,-1,1.25
index,-1.1,-1,0.49,-2,-2,1.2,-2.2,-2,7.36,-1.8,-2,13.96,0.3,-1,83.01,-3.7,-3,17.41,-1.7,-1,2.81,-1.3,-1,0.81
index,-1.5,-1,0.65,-0.7,-1,2.01,-1.6,-1,3.04,-0.1,0,6.89,-3,-2,41.8,-0.3,0,28.21,-1.9,-2,6.09,-1.3,-1,0.61
index,-1.2,-1,0.76,-1.3,-1,0.81,-1.4,-1,2.24,-1.1,-2,23.49,-1.6,-3,117.84,-4.4,-3,37.84,-1.7,-1,5.21,-1.6,-2,0.64
index,-1,-1,0.8,-0.9,-1,0.69,-1.3,-1,2.61,-2,-2,7.6,0.8,-3,67.36,-2.5,0,62.85,-0.7,0,1.01,-0.8,-1,0.76
index,-1.2,-1,2.36,-0.7,0,2.41,-1,-1,3.6,-2.2,-1,19.96,-1.5,-1,136.85,0.2,0,35.76,-0.9,0,2.69,-1.2,-1,0.96
index,-1.1,-1,0.89,-1.4,-1,2.04,-0.5,-1,6.65,-0.3,2,25.21,1.3,0,71.01,1.2,2,199.96,-0.4,0,3.24,-1.5,-2,1.85
index,-0.8,0,0.96,-1.5,-1,2.45,-1.5,-2,1.05,-1.6,-3,13.64,-3.8,-4,67.36,1.7,0,68.21,-2.8,-2,14.16,-1.3,-2,6.21
index,-1.4,-1,0.44,-1.1,-1,2.09,-1,-1,3.4,-1.2,-1,13.76,-2.2,-1,33.76,1.2,-2,128.56,-1.2,-1,2.56,-1.4,-1,0.84
index,-1.1,-1,1.09,-1.1,-1,1.69,-0.3,-1,3.01,-0.3,-1,12.01,1.5,-1,103.05,-5.6,-3,121.84,-1.4,-2,7.04,-1.7,-2,1.01
index,-1,-1,3.2,-1.4,-1,1.24,-1.8,-1,4.36,-1.3,0,13.41,-2.4,-2,50.04,-2.5,-2,17.85,-1,0,3.8,-1.7,-1,1.61
index,-1.4,-1,1.24,-1.2,-1,1.96,-1.8,-1,4.36,-1.6,-1,8.44,-3.2,-4,62.96,-2.7,-1,97.21,-2,-2,36.6,-1.3,-1,3.81
index,-1,-1,1.6,-0.9,-1,2.09,-1.3,-1,4.61,-0.9,1,9.89,0.7,2,70.41,-3.2,-1,75.76,-1.3,-2,26.01,-1.4,-2,5.24
index,-0.7,0,1.61,-1.5,-1,1.65,-2,-1,2.2,-1.5,-1,11.85,1,0,141.4,0.5,2,43.45,-1.6,-2,8.44,-1.1,-1,2.09
index,-1.5,-1,1.25,-1.6,-1,2.04,-1.2,-2,1.16,-0.6,0,4.44,0.2,1,61.36,1.2,4,56.16,-0.4,-1,8.44,-1.4,-1,1.04
index,-1.2,-1,1.56,-1.1,-1,0.29,-1.4,-2,1.64,-1.2,0,8.96,-1.8,0,176.76,3.4,1,116.64,-1.3,-3,31.21,-1.4,-2,4.64
index,-1,-1,2,-1.5,-1,1.25,-1.4,-2,0.84,-1.8,-3,14.16,-2.7,-2,33.81,-2.9,-2,73.89,-1.2,-1,3.16,-0.9,-1,1.89
index,-1.8,-1,1.56,-1.3,-1,0.81,-1.6,-1,0.44,-1.6,-2,9.44,-0.7,-1,64.21,-2.8,-1,29.36,-2.5,-1,16.45,-1.6,-1,0.64
index,-0.9,-1,1.09,-1.4,-1,1.44,-1.4,-1,2.44,-1.8,-1,13.56,-1.2,-1,91.56,-1,-1,8.2,-0.7,-1,2.01,-1,-1,0.8
index,-1.1,-1,1.29,-1.2,-1,2.36,-1.3,-2,16.01,0,-1,55.6,2.1,3,121.69,3.8,0,176.56,-1.1,-1,7.89,-1.7,-2,1.01
index,-1.1,0,1.89,-1,-1,2.4,-1.3,-2,6.01,-0.7,0,5.61,2.1,4,39.09,-2.2,-3,59.96,-1.1,-1,4.69,-1.3,-1,1.01
index,-1.7,-2,1.61,-1.7,-2,1.21,-1.1,-1,5.69,-0.8,-1,11.36,-3,-5,47.6,-1.1,-3,164.09,-0.4,0,13.44,-1.4,-1,2.44
index,-1.8,-1,1.36,-1.4,-2,1.84,-2.1,-2,3.09,-2.3,-2,6.21,-1.5,1,140.45,-1.2,-2,14.96,-2.4,-2,3.24,-1.6,-2,1.04
index,-1.5,-2,0.45,-1.2,-1,0.56,-1.5,-1,2.85,-2.4,-2,6.44,-3.5,-1,44.65,-0.7,0,24.21,-0.5,0,13.45,-1.2,-1,1.16
index,-1.5,-1,0.45,-1.5,-1,2.05,-1.2,-1,2.16,-1.5,-2,17.65,-3.4,-5,148.84,-1.5,1,98.25,-2.6,-2,21.04,-1.3,-1,1.61
index,-1,-1,4.6,-0.8,-1,1.36,-0.9,-1,6.09,-1.2,-2,8.36,-0.3,1,22.61,0.4,1,4.84,-0.9,-1,2.89,-1.7,-2,1.41
index,-0.9,-1,1.09,-0.8,-1,4.16,-1.7,-1,4.61,-1,-3,22.2,1.9,2,140.29,-3.2,-1,119.96,-0.7,0,2.41,-1.1,-1,0.69
index,-0.7,-1,1.01,-0.9,-1,0.69,-0.8,-1,2.36,-1.1,-1,3.29,-1.1,-4,81.69,-1.1,-2,30.09,-1,0,10.2,1.4,-1,214.04
index,-1.6,-2,2.24,-1.1,-1,3.69,-0.8,0,6.56,-1.1,-1,2.89,-1.9,-1,72.69,0.1,2,28.09,-1.3,-1,14.81,-3.1,-2,27.29
index,-0.9,-1,1.89,-1.4,-2,1.24,-1.1,-1,4.09,-0.4,-1,8.64,0.6,0,40.84,-0.2,0,9.16,-1.6,-1,14.64,-1.8,-1,7.76
index,-0.9,-1,1.69,-1.4,-2,1.64,-1.2,0,7.96,-2.3,-2,14.61,-3.3,-3,60.21,2.7,0,245.81,-1,-1,18.8,-1.4,-1,1.04
index,-1.6,-2,1.64,-1.7,-1,4.01,-1.9,-1,3.89,-1.4,-1,15.24,-1.8,-5,136.76,-3.4,-1,35.44,-2,-2,4.2,-1.2,-1,0.76
index,-1.6,-1,0.44,-1.5,-2,1.85,-1.3,-1,3.01,-1.7,-2,18.01,-2.2,-2,311.36,1.2,-1,174.96,-1.4,-1,3.04,-1.7,-1,0.61
index,-0.8,-1,1.96,-1.6,-2,1.24,-1.1,-1,6.29,-0.8,-1,10.76,0.8,0,71.36,-0.6,-1,21.44,-1.1,-1,5.69,-1.1,-1,0.69
index,-1.1,-1,1.29,-1.2,-1,1.96,-1.5,-1,2.25,-1.5,-2,7.45,-2.4,-3,131.24,-0.3,-2,76.81,-1.8,-2,2.76,-1.5,-1,1.05
index,-1.1,-1,0.49,-1,-1,1.8,-1.2,-1,3.56,-1.3,-2,12.81,-2.1,-2,169.69,-2.1,-2,12.69,-1.2,0,12.36,-1.1,-1,0.69
index,-1.4,-1,0.44,-1.6,-2,1.64,-1.7,-2,2.81,-2.4,-3,29.64,-3.5,-3,52.25,-1.6,0,9.04,-0.8,-1,3.16,-1,-1,1
index,-1.2,-1,0.56,-1.2,-2,2.16,-1.6,-2,5.04,-0.6,-1,8.84,-1,3,93.4,-0.9,0,240.89,-1.7,-1,5.81,-1.4,-1,1.64
index,-1.1,-1,1.49,-1.1,-1,1.89,-0.6,0,6.24,-0.2,-1,21.36,0.5,1,96.05,0.6,1,41.64,-1.8,-2,3.36,-1.5,-2,0.65
index,-1.5,-1,1.45,-1.5,-1,1.25,-1.7,-2,3.41,-2.1,-1,4.49,-3.5,-3,14.05,-2.7,-1,61.01,-1.8,-1,16.96,-1.3,-1,1.61
index,-1.2,-1,0.96,-1,-1,2.2,-1.3,-1,12.01,-1.3,-1,16.81,-0.6,1,146.84,-1.8,-1,19.36,-1.2,0,12.56,-0.8,-1,2.36
index,-0.8,-1,0.56,-1.1,-1,1.69,-0.8,0,1.96,-1.2,-1,6.76,-2.4,-1,79.64,-1,0,62.4,-1.2,-1,6.96,-1.3,-1,0.81
index,-1.4,-1,1.24,-1,-1,0.8,-1.5,-2,3.45,-0.8,-1,17.36,-2.2,-2,65.16,3.1,4,51.29,-0.5,-1,12.05,-1.3,-1,1.21
index,-1.3,-1,0.61,-1.5,-2,1.45,-1.8,-2,2.96,-1.5,-1,5.65,-0.7,0,198.61,0.5,1,177.05,-1.9,-1,17.89,-1.2,-1,2.56
index,-0.9,-1,0.69,-1.2,-1,1.96,-1.1,-1,4.69,-1.1,-1,9.89,0.5,-3,215.45,-1.3,-2,24.41,-0.6,-1,3.04,-1.3,-2,2.01
index,-1.2,-1,1.96,-1.2,-1,2.96,-1.1,-1,4.09,-0.2,-1,15.16,-2.8,-7,102.36,1.5,3,99.45,-1.9,-1,3.29,-1.1,-1,1.09
index,-1,-1,0.6,-1,-1,2.2,-0.7,0,3.21,-1.9,-2,5.29,-0.7,-1,54.81,-1.8,0,53.96,-1.3,-1,19.61,-1.3,-1,1.61
index,-0.9,-1,0.89,-1.4,-2,1.64,-0.8,-1,3.56,0,-2,63.8,-2.2,-1,38.96,1.2,-1,135.96,-0.1,1,18.49,-1.2,-1,2.96
index,-1,-1,1.6,-1.1,-1,1.49,-1.8,-2,3.76,-2.1,-2,24.69,-1.7,1,48.01,-3.8,-2,69.56,-2.5,-2,16.65,-1.8,-2,1.16
index,-1.2,-2,1.36,-1.6,-2,1.04,-1.2,-1,10.56,-2,-3,14.4,-2.2,0,21.16,-2.6,-2,10.64,-0.5,-1,10.45,-1.3,-1,0.81
index,-1.3,-1,2.81,-1.3,-1,1.21,-1.5,-1,4.65,-1.1,-1,23.69,-2.6,0,26.24,-1.7,-1,5.41,-1.5,0,11.45,-0.9,-1,1.29
index,-1,-1,0.6,-0.9,-1,2.89,-0.9,-1,1.09,-0.3,2,15.81,-0.3,4,66.21,-0.5,1,48.05,-1,1,33.4,-1.1,-1,2.89
index,-1.1,-1,0.89,-1.9,-2,0.49,-1.3,-1,3.01,-1.8,0,33.16,-0.1,1,110.69,-3,-1,82.6,-1.3,-1,144.21,-0.8,-1,20.56
index,-1.6,-1,0.84,-1.4,-2,1.84,-1.4,-1,6.84,-0.2,-3,123.56,-0.6,4,67.04,-0.3,-2,30.81,-0.7,-1,12.41,-1.2,-1,3.16
index,-1.2,-1,1.56,-1.2,-1,0.76,-1.2,-1,3.36,-1.9,-1,27.69,-1.6,-3,40.84,-0.6,-1,5.24,0.1,1,39.09,-1.1,-1,2.69
index,-1.1,-1,0.69,-1.1,-1,1.29,-1.1,-2,8.89,-1,-1,56,0.1,-2,25.29,-0.7,0,3.01,-0.4,0,17.64,-1.2,-1,1.36
index,-0.9,-1,1.09,-1.1,-1,1.69,-1.2,-1,7.56,-0.1,1,107.09,-1.5,2,65.65,-1.4,-1,4.24,-2.4,-1,32.24,-1,-1,1.8
index,-0.8,-1,1.76,-1,-1,1,-1.8,-2,1.96,-2,-1,17,-2,-2,32,-1.5,0,10.65,-1.2,0,10.36,-1.5,-2,1.25
index,-1.1,-1,1.29,-1.2,-1,0.96,-1.3,-1,4.61,-1.1,-2,28.29,-0.1,0,68.09,-1.5,-2,3.65,-3.1,-2,196.29,-1.9,-2,0.69
index,-1.2,-1,1.36,-1.3,-1,1.21,-0.5,0,3.85,-1.2,-1,16.56,-1.2,-3,21.16,-1.1,-1,4.29,-2.1,-2,60.49,-1,-1,2.2
index,-1.5,-1,1.05,-1.9,-2,2.29,-1,-1,6.6,-0.5,-3,47.45,-1.9,-1,47.89,-1.1,-1,4.29,-0.3,0,13.41,-1.6,-2,4.04
index,-1.2,-1,1.96,-1.3,-1,2.81,-1.7,-1,3.01,0,-1,32,-3.7,-3,28.81,-1.6,-2,5.84,-1.5,-2,9.45,-1,0,1.4
index,-1.5,-2,1.05,-0.9,-1,2.89,-1.2,-1,5.56,-0.2,0,17.76,0.4,0,75.64,-0.5,-1,2.65,-1.4,-2,7.44,-2,-2,1
index,-0.9,-1,1.69,-1.2,-1,1.16,-0.8,-1,5.36,-1.5,-2,56.45,-1.6,-6,75.64,-1.1,0,5.69,-1.3,-1,43.01,-1.9,-1,1.69
index,-1.3,-1,0.61,-1,-1,2,-1.6,-2,6.24,-1.4,-2,14.64,-2.3,-4,26.41,-1.3,-1,3.01,-0.7,0,27.21,-1,-1,1.8
index,-0.7,-1,10.61,-1.2,-1,1.76,-1.7,-1,3.01,-1,-2,22.6,-3,-2,27.4,-0.7,-1,2.01,-1.3,-2,6.21,-0.9,-1,33.29
index,-1.3,-2,10.41,-1.3,-1,0.41,-1.3,-1,4.81,-3,-2,18.2,-1.1,0,60.89,-0.9,-1,3.89,-2,-1,38.8,-1.4,0,16.04
index,-1.4,-1,3.04,-1.7,-1,2.81,-1.3,0,4.81,-1.1,-1,12.29,-1.8,-1,38.76,-2.1,-2,5.09,-0.4,-1,9.44,-0.3,-1,140.61
index,-1.5,-2,3.05,-1.2,-1,3.56,-1.1,-1,4.69,-1.6,-2,12.64,-0.7,2,131.81,-1.4,-1,3.64,-0.9,-1,74.09,-2.7,-3,15.81
pinch_1,-1.1,0,10.29,-0.1,1,8.69,-1.4,-2,19.24,-2.8,-4,390.36,-3.3,-7,700.61,-1.5,3,219.85,-1.7,-1,37.61,-0.5,-2,20.85
pinch_1,-0.6,-1,14.64,-1,1,6.8,-0.1,1,25.89,1.6,4,1229.44,5.2,2,781.76,1.3,0,17.81,0.8,2,8.96,-0.8,-1,41.16
pinch_1,-1.5,-1,14.25,-0.8,1,18.76,-0.7,2,40.61,3.2,0,401.36,3.4,0,421.24,0,-1,33,-1.3,-2,8.41,-1.1,-1,4.89
pinch_1,-0.7,0,3.81,-0.9,0,8.49,0.4,0,18.24,1.2,-8,806.56,1.2,7,423.56,-4.9,1,176.29,-2.2,-2,1.96,-1.4,-2,9.44
pinch_1,-2.1,-2,9.49,-1.4,-1,3.84,-1,-1,21.2,-2.2,-6,1136.96,-4.2,-4,1144.16,-1,3,123.2,-1.5,-3,14.85,-1.8,-1,25.36
pinch_1,-0.9,-1,3.09,-1.3,0,8.61,-2,1,50.2,-1.9,5,533.09,-2.2,8,372.56,-0.6,-2,18.64,-1.5,0,15.45,-2,-1,6.4
pinch_1,-0.5,0,3.85,-0.4,1,5.44,-1.3,-4,27.61,1.1,9,898.49,4.8,19,1356.36,-0.1,0,44.49,-0.8,-1,6.56,-2,-2,7.8
pinch_1,-0.5,0,11.45,-1.4,-1,32.84,-0.8,3,140.76,5.1,10,2160.49,8.6,17,1695.24,-2.4,0,82.04,-1.2,-2,50.36,-1.3,-1,11.21
pinch_1,0,2,14.6,-0.5,-1,6.65,-1.1,0,18.89,-0.5,0,329.25,-0.5,-4,1261.85,-1.9,-1,113.49,-0.4,1,31.44,-0.9,-1,20.89
pinch_1,-2.2,-3,13.36,-2.4,0,12.44,-3,1,39.4,-0.4,1,184.04,0.7,-2,405.01,2.8,4,49.96,-0.9,-1,32.89,-1.6,-2,59.04
pinch_1,-1.2,-2,32.96,-0.9,-2,33.09,-1.3,-5,76.41,2,0,674.4,-1.6,-15,1244.24,0.6,1,71.04,-1.4,0,70.04,-2.2,-3,32.16
pinch_1,-0.7,1,6.21,-2.2,-2,5.16,-2.3,-1,13.61,-4.7,-2,244.61,-6.8,-9,773.56,-3.9,-5,48.49,-1.6,-1,15.04,-1.7,-2,10.61
pinch_1,-1.2,1,21.76,-0.5,1,10.05,-1.3,-1,21.41,2.7,10,198.21,6.4,2,1575.24,-1.5,-3,69.85,-0.6,0,15.64,-1.5,-1,10.45
pinch_1,-1.5,-1,15.05,-1.8,-1,11.36,-1.1,0,14.69,-2.1,-3,485.89,-4.5,-7,645.65,-3.9,-1,164.29,-1.1,0,25.09,-0.8,-1,38.56
pinch_1,-0.7,0,7.61,-0.8,1,7.56,-0.1,1,17.89,2.3,7,316.61,3.4,1,1470.04,1.3,-1,78.01,-2.3,-1,32.61,-1.2,0,22.36
pinch_1,-0.5,-1,16.05,-0.7,0,6.61,-0.4,1,18.04,-3.6,1,380.44,-2,-5,1073,-2,-1,169,-1,0,5,-1.8,-1,18.56
pinch_1,-1,2,16.2,-0.8,0,15.36,-0.1,0,47.49,5.9,4,262.09,1.2,-7,412.56,1.4,4,25.24,-1.6,0,12.24,-1.8,-1,8.36
pinch_1,-0.4,2,64.64,-0.8,1,18.36,-1,0,17.6,-2.2,-2,281.36,-2.4,-6,770.84,-1.3,-1,38.81,-1.1,0,11.69,-1.4,-1,10.64
pinch_1,-1.2,-1,15.96,-1.3,0,12.01,-1.3,3,36.61,1.2,-2,697.16,-2.3,-14,924.81,-2.4,-1,96.24,-1.6,-1,30.44,-1.5,-2,7.45
pinch_1,-2,-1,13.8,-1.1,-1,5.69,-0.7,-1,11.61,4.8,3,942.16,0.6,6,1782.64,0.7,1,26.81,-0.5,0,13.85,-1.2,-4,41.36
